Sat Jun 25 03:15:35 2011
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
succ:0c0xpjDRSkqkHYW1e27hxg(38.238479,140.969317)
Sat Jun 25 12:54:51 2011
succ:/cygdrive/m/Streetview/img/f2K_VltA6lL4tR9E_w0uXw-0-0-1.jpg(38.243452,140.967164)>/cygdrive/m/Streetview/img/f2K_VltA6lL4tR9E_w0uXw-0-0-1.jpg
succ:/cygdrive/m/Streetview/img/f2K_VltA6lL4tR9E_w0uXw-1-0-1.jpg(38.243452,140.967164)>/cygdrive/m/Streetview/img/f2K_VltA6lL4tR9E_w0uXw-1-0-1.jpg
succ:/cygdrive/m/Streetview/img/f2K_VltA6lL4tR9E_w0uXw-0-0-2.jpg(38.243452,140.967164)>/cygdrive/m/Streetview/img/f2K_VltA6lL4tR9E_w0uXw-0-0-2.jpg
